,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
77,Data Scientist,Data Scientist,SUMMIT SOLUTIONS,"Cannanore, Kerala","The required skills are : Graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..",EmployerActive 6 days ago,?,2023-03-15,/company/Summit-Solutions/jobs/Data-Scientist-0c5e76eff329f2e0?fccid=0150598c574675b8&vjs=3
78,NLP - Machine Leaning Engineer,Data Scientist,Tapaya Technologies,Remote,"Looking for developers with experience in python and NLP.
Familiarity with ML algorithms , git and Linux environment preferred.",PostedPosted 11 days ago,"Up to ₹18,000 a month",2023-03-15,/company/Tlabz/jobs/Nlp-934292e06a2d6453?fccid=071d381abfb7b7a1&vjs=3
79,Data Scientist,Data Scientist,Amiscent Careers,"Pune, Maharashtra","Introduce, Implement & Integrate AI techniques with Data Semantics (Contextual Understanding), deliver model in testable units of work to solve complex business…",EmployerActive 9 days ago,"Up to ₹15,00,000 a year",2023-03-15,/company/Amiscent-Careers/jobs/Data-Scientist-98b88e0d16ed84be?fccid=c7104ee067340428&vjs=3
80,Data Science Internship,Data Scientist,edyst,"Hyderabad, Telangana",Data Science Internship is the best way to enhance your skill set and land your dream job. Join Aneeq Dholakia (Co-Founder Edyst) & 100+ students for our…,EmployerActive 1 day ago,"₹8,086 - ₹23,097 a month",2023-03-15,/company/Edyst/jobs/Data-Science-Internship-1068b9a699319db0?fccid=bc7d02156c6b088b&vjs=3
81,Data Science Trainer part time / monthly / hourly,Data Scientist,Digicrome Academy,Remote,"Tableau/ Power Bi/ Google data Studio.
Candidate must be able to train in AI and Data Science.
You have to take online class and clear student doubts with…",EmployerActive 3 days ago,From ₹500 an hour,2023-03-15,/company/Digicrome-Academy/jobs/Data-Science-Trainer-0f32e801f51551ee?fccid=3ec51a751b7d89c2&vjs=3
82,Lead Data Scientist,Data Scientist,YellMon Labs,"Bhubaneshwar, Orissa",Build efficient systems for processing large amounts of data; be proficient with distributed programming frameworks such as Hadoop/Spark.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b034c63b53cc7a7f&fccid=766704ed436637ba&vjs=3
83,Data Scientist,Data Scientist,Flipped.ai,"Chennai, Tamil Nadu","Articulate and break down requirements from the product team into logical steps and user stories.
Work on code sought requirements (using R) to enrich the…",PostedPosted 30+ days ago,"Up to ₹10,00,000 a year",2023-03-15,/company/Flipped.ai/jobs/Data-Scientist-e8d297b9c3da9dc8?fccid=1a42d45a363f9148&vjs=3
84,Senior Data Scientist (EU),Data Scientist,Kontakt.io,Remote,"Modelling stochastic real-time data series.
Using machine learning and cloud technologies to enable data science capabilities at scale.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=8e51bcd5d055816d&fccid=a1a7fa324a360879&vjs=3
85,"Senior Data Scientist ( Only for Immediately Joiner, WFH)",Data Scientist,DXC Technology,"Remote in Bengaluru, Karnataka","Analytics and data solutions, primarily focused on Fraud Management and Network Intelligence.
Relative full time working experience on.",EmployerActive 1 day ago,"₹30,00,000 - ₹40,00,000 a year",2023-03-15,/company/DXC-Technology/jobs/Senior-Data-Scientist-d22630c6d24a1d67?fccid=feaabf8e6a699d3c&vjs=3
86,Sr. Data Scientist,Data Scientist,Insourcedev Pvt Ltd,Remote,"Provide support and leadership role to the other data scientist;
Identify and act on new opportunities for data driven business in data science and analytics;",PostedPosted 30+ days ago,"Up to ₹37,00,000 a year",2023-03-15,/company/Insourcedev-Pvt-Ltd/jobs/Senior-Data-Scientist-561c23c0a50ac32c?fccid=967354bb9b0bfc16&vjs=3
87,Data Scientist,Data Scientist,Navig8 Group,"Mumbai, Maharashtra",We are looking for a data scientist to join our vessel performance team to work alongside performance analysts in building Machine Learning models using vessel…,PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=99cb33e6bd4f6e92&fccid=b1f12c1a0b8ae427&vjs=3
88,Data Scientist - IT,Data Scientist,Flex,"Chennai, Tamil Nadu","The role is response for all business data analysis.
Collect data and facts from all kinds of sources and conduct the analysis.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f4067d1a3c0fb4c3&fccid=b4ab9735c58e3972&vjs=3
89,Junior Data Scientist-Operations Excellence,Data Scientist,Accenture,"Gurgaon, Haryana","Years of Experience: 5 to 8 years.
You will be working as a part of Operations Excellence team which drives continuous improvement projects and interact with…",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=84c8b3a50ce7494d&fccid=a4e4e2eaf26690c9&vjs=3
90,Data Scientist - MA,Data Scientist,PayU,India,"Creating marketing segments for client by leveraging PayU data Insights.
Identifying HNI users requiring wealth management product for a Banking partner.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=05929ec77ca279ff&fccid=c1bec49d1ea92b43&vjs=3
91,Data Scientist,Data Scientist,BitsCrunch,India,"Extensive experience as a data scientist.
Demonstrable history of devising and overseeing data-centered projects.
In-depth understanding of SQL.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=6471b9e975c23bbf&fccid=5d9d9b7fa5ccafaa&vjs=3
92,Data Analyst / Data Scientist,Data Scientist,StatusNeo Technology Consulting,"Gurgaon, Haryana",Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=d63ca5f809740b14&fccid=3fccf9293a39f749&vjs=3
93,Data Scientist,Data Scientist,Industry.AI,"Bengaluru, Karnataka","Strong Python skills for data wrangling / analysis / visualization / modelingExperience with distributed big data processing (PySpark, Jupyter, Linux, AWS…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=befb999744fc5e64&fccid=1734d22b6b6e7c4d&vjs=3
94,Data Scientist,Data Scientist,Optimum Data Analytics,"Pune, Maharashtra",Optimum Data Analytics (ODA) is looking for a data scientist to help drive actionable insights through advanced statistical modelling and machine learning…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a64730807196a3ef&fccid=8fe9619c9af2ac51&vjs=3
95,Data Scientist - Optimus (Deep Learning / Reinforcement Learning),Data Scientist,Bert Labs,"Bengaluru, Karnataka","Applications to sales/demand forecasting in retail, analytics for industrial IoT time-series data is preferred.
2 to 8 years of Industrial experience.",PostedPosted 15 days ago,?,2023-03-15,/rc/clk?jk=e95c86621e23f1c5&fccid=7cfaeac836ff8ca6&vjs=3
96,Data Scientist,Data Scientist,Pattern Effects Labs,"Bengaluru, Karnataka","Understanding of data mining techniques and statistical analysis is important.
Candidate should be able to analyse data and discover information, with high…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=861f65548f248b9f&fccid=636b2f7c338b7ec9&vjs=3
97,Data Science Analyst,Data Scientist,Diageo,"Bengaluru, Karnataka","Apply quantitative analysis, and data mining to extract, capture and understand data to form an opinion and derive relevant insights for strategies in customer…",PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=ad79de3a29378fa2&fccid=942d238ea16c5cd0&vjs=3
98,Data Scientist,Data Scientist,Jupitice Justice Technologies Pvt. Ltd.,"Chandigarh, Chandigarh","\* Must have experience training data models.
\* Random forest, clustering, decision tree, etc based algorithm experience is a must as well.",PostedPosted 28 days ago,"₹3,00,000 - ₹5,00,000 a year",2023-03-15,/company/Jupitice-Justice-Technologies-Pvt.-Ltd./jobs/Data-Scientist-1dc91e2213e2e36c?fccid=25de1aa9b6f1c513&vjs=3
99,Data Science Engineer,Data Scientist,Tuebora,Remote,"Tuebora provides extensive medical, dental, and vision benefits to our employees and their families.
In addition, we offer generous holidays and vacation days…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=f259d46c043ae61b&fccid=398e38859d8d682a&vjs=3
100,Machine Learning Engineer,Data Scientist,INTEGRATED SERVICES,"Remote in Bengaluru, Karnataka","Prior Experience as Machine Learning Engineer or similar role.
Understanding of Data Modelling and Data Structures and software architecture.",EmployerActive 1 day ago,"₹12,00,000 - ₹30,00,000 a year",2023-03-15,/company/Integrated-Services/jobs/Machine-Learning-Engineer-fadb3368fdd02401?fccid=8465d2eb7dc8074d&vjs=3
101,Data Scientist,Data Scientist,Rudrateck Solution,"Mumbai, Maharashtra","Responsible for deployment of the data models to cloud with the help of data engineering team.
Experience in deploying the data models to the cloud with the…",EmployerActive 12 days ago,"₹30,00,000 a year",2023-03-15,/company/Rudrateck/jobs/Data-Scientist-70179610a1b1ddc6?fccid=68300dacfdb7f431&vjs=3
102,Data Scientist,Data Scientist,Zeta Global,"Bengaluru, Karnataka","Empower the product and engineering teams to make data-driven decisions.
Experience or willingness to learn tools to create data pipelines using Luigi/Airflow.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=91aa07d9258ccd35&fccid=d440534677583830&vjs=3
103,Data Scientist/ Analyst - T9,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","This data is further analysed and the performance of the ADAS systems are monitored.
Architecting, developing and deploying end to end pipeline to ingest…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2c1ad759f6d0ae83&fccid=9ab138c02aaca829&vjs=3
104,NLP Scientist,Data Scientist,StratLytics,"Bhubaneshwar, Orissa","Understanding of NLP techniques for text representation, semantic extraction techniques, data structures and modeling.
Knowledge of Python, Java and R.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=02effc46f9660cc8&fccid=6fa886e37fb4f534&vjs=3
105,Data scientist,Data Scientist,Aurawoo International,"Remote in Jaipur, Rajasthan","Minimum Education Level: Bachelor’s Degree.
Outline the types of activities and responsibilities required for the job so job seekers can determine if they are…",PostedPosted 30+ days ago,"₹12,00,000 - ₹20,00,000 a year",2023-03-15,/rc/clk?jk=46bfb1a31e5fcbe2&fccid=3ec94219440e63c6&vjs=3
106,Analytics & Data Science,Data Scientist,Kpro Solutions,"Bengaluru, Karnataka","The candidate should be good in python,sql and data structure.
Proficiency in using SQL, Hadoop/Spark for data extraction and analysis.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3428ad5b459bf264&fccid=59d31fa634651b35&vjs=3
107,Job for Women on Career Break - Data analytics Role,Data Scientist,Recruise,"Bengaluru, Karnataka","Expert in handling various data types and structures: structured, unstructured, voice, image, and video data, static versus streaming data.",EmployerActive 8 days ago,?,2023-03-15,/company/Recruise/jobs/Women-Career-Break-a5a87f9dde73e30c?fccid=45deda0109c01fc4&vjs=3
108,data science internship in pune,Data Scientist,myinternship.in,"Pune, Maharashtra","Data science internships in Pune typically involve working with a team of data scientists and analysts to assist in the collection, cleaning, and analysis of…",EmployerActive 2 days ago,"₹9,173 - ₹15,000 a month",2023-03-15,/company/Myinternship.in/jobs/Data-Science-Internship-fc73d9249c815ea8?fccid=6ff74d51d7bddc08&vjs=3
109,Senior Data Scientist,Data Scientist,Shairu Gems Diamonds PVT.LTD.,"Surat, Gujarat","Interpreting and analyzing data using Excel tools.
Excellent opportunity for graduates and Postgraduates who have good knowledge on Microsoft Excel, Advance…",EmployerActive 11 days ago,"₹25,000 - ₹35,000 a month",2023-03-15,/company/Shairu-Gems-Diamonds-PVT.LTD./jobs/Senior-Data-Scientist-215ece39050fb3f5?fccid=218a357af53033aa&vjs=3
110,Data Science & AI Specialist,Data Scientist,BT Group,"Gurgaon, Haryana","Drives model development, including data exploration, training data, feature extraction, validation, and scoring.
Visualization tools – Qlik / Graph analytics.",PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=5a4b5a2d3d9a6e31&fccid=72713e5b1ba0ef22&vjs=3
111,Data Science Engineer (Intern),Data Scientist,Stylumia Intelligence Technology,"Bengaluru, Karnataka","Good with Python and Object Oriented Programming.
Strong Exploratory Data Analysis (EDA) & Problem Solving skills.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b76e2790d2357192&fccid=15f728ac2ca54b2e&vjs=3
112,Intern-Data Analytics,Data Scientist,Merkle,"Pune, Maharashtra","Use statistical methods to analyze data and generate useful business reports.
Liaise with internal and external clients to fully understand data content.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2c6c7f7436ed5cc0&fccid=9de52fa9ca5b17cd&vjs=3
113,Data Scientist,Data Scientist,Crypto Mize,"Delhi, Delhi","Data expert Jobs in Delhi at CryptoMize - Check Out data scientist job description, data scientist salary to our product, sales, leadership and marketing teams…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=1312cf23d6d9b860&fccid=bdad58a8df3ba8a4&vjs=3
114,Junior Data Scientist/ta,Data Scientist,WSD Consultant,"Gurgaon, Haryana","Qualification Other Bachelor Degree, MD/Medicinae Doctor, Other Doctorate Degree.
These programs are delivered through a convenient and robust technology…",PostedPosted 30+ days ago,"₹7,00,000 - ₹15,00,000 a year",2023-03-15,/rc/clk?jk=4d479d8cf2e506fe&fccid=c481d5bf263bbb1b&vjs=3
115,Data Scientist,Data Scientist,ScaleIn,"Bengaluru, Karnataka","Implement and support data discovery and predictive analytics models by analyzing business data.
Ability to design the models to work on small to very large…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a75cca98328d591f&fccid=5cecb14a27a07d4e&vjs=3
116,Data Scientist,Data Scientist,CityLink Technology Solutions,"Pune, Maharashtra","Analyze data for trends and patterns, and Interpret data with a clear objective in mind.
Present information using data visualization techniques.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=8f3a4223de6a587d&fccid=d7458a7c05c96c9a&vjs=3
117,Data Science Solution Expert (AI/ML),Data Scientist,Bosch Group,"Bengaluru, Karnataka","Design conceptual and logical data models and flowcharts.
Know how of Big data Engineering and ML Ops would be preferred.",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=53ba71b86b2f1365&fccid=a2faf1301ac6ad4b&vjs=3
118,Data Science/Data Analyst,Data Scientist,FINDOC INVESTMART PVT. LTD.,"Ludhiana, Punjab","Data modelling, and creation of both logical and physical data models for effective and efficient reporting and TAT on frequent requests Design and develop…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b99597d327088ec3&fccid=7e4d1374c9b09aad&vjs=3
119,Data & Analytics,Data Scientist,WTW,"Thane, Maharashtra","Experience of working in data management, data quality, data governance, data modelling, and business intelligence would be advantageous but not essential.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=6abd88713b125262&fccid=7e883e8ff0d69499&vjs=3
120,Data Scientist,Data Scientist,Barclays,"Pune, Maharashtra","Good knowledge of feature extraction from text data.
Experience of leading delivery of data science projects.
Masters in a relevant technical field.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=78810bf687c67d6d&fccid=057abf3fd357e717&vjs=3
121,Data Scientist (Machine Learning),Data Scientist,TechStep,"Hadapsar, Pune, Maharashtra","Sound knowledge of R, Python and different data mining tools (Advanced Excel, MySQL etc.).
Work on data enrichment and integrity frameworks and processes to add…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=11192ca6b24a25da&fccid=fc3782405cd7206a&vjs=3
122,Wobot.ai - Computer Vision Engineer,Data Scientist,Wobot.ai,Remote,"Work Actively as a part of the Computer Vision and Deep Learning Team to Train Computer Vision Models.
Work Closely with the Data Science Team for Appropriate…",EmployerActive 1 day ago,"₹5,00,000 - ₹8,00,000 a year",2023-03-15,/company/Wobot.ai/jobs/-e15993a2174fc171?fccid=8363f2c75e626c73&vjs=3
123,Data Scientist - Marketing Analytics,Data Scientist,PayU,Remote,"Understanding of credit bureaus and non-traditional data providers will be a plus.
Good business acumen with strong ability to solve business problems through…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e49a070e679f9bf8&fccid=c1bec49d1ea92b43&vjs=3
124,Data Scientist 1,Data Scientist,Kinara Capital,"Bengaluru, Karnataka","Education: MS/MTech/Btech graduates or equivalent with a focus on data science and quantitative fields (CS, Engineering, Mathematics, Economics).",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f86b9599d29861f8&fccid=f88cfbb7c87d526d&vjs=3
125,Machine Learning Engineer 3,Data Scientist,PayPal,"Bengaluru, Karnataka+1 location","GCP/Hadoop and big data experience.
As a ML scientist, you will work on models to Optimize transaction expense without impacting the Authorization rate.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f9b8b9b705745dd1&fccid=978d9fd9799d55a8&vjs=3
126,Data Scientist / AI-ML Engineer,Data Scientist,"Hitachi India Pvt, Ltd.","Remote in Bengaluru, Karnataka","Research and Develop Innovative Solutions and Quantitative Models for positive impact on Hitachi’s business (e.g., Energy, Industry, Mobility, Smart Life and…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bc6d6ead63b77b17&fccid=e020d2247ee38f0b&vjs=3
127,Data Scientist II,Data Scientist,Uber,"Hyderabad, Telangana+1 location","Create practical data insights and solutions from Uber’s large datasets;
This will include providing an end-to-end data science workflow that includes scoping…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=682254fa82655917&fccid=f766f8bfbc3effb7&vjs=3
128,Data Scientist - Senior Engineer,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","This data is further analysed and the performance of the ADAS systems are monitored.
Architecting, developing and deploying end to end pipeline to ingest…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=4eb85903499cb3c8&fccid=9ab138c02aaca829&vjs=3
129,Data Scientist,Data Scientist,Kovai.co,"Coimbatore, Tamil Nadu","Build data pipelines to supply quality data to machine learning model in production environment.
Collecting and interpreting data, analyzing results,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ae0f4923493ed474&fccid=b570b57b7efecd6e&vjs=3
130,Data Scientist,Data Scientist,RedLotus,"Mumbai, Maharashtra","Presenting information using data visualization techniques.
Undertake preprocessing of structured and unstructured data.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=508613d593330e73&fccid=5dff357b3ca45494&vjs=3
131,NLP data scientist,Data Scientist,Mindwise Solutions Private Limited,"Chennai, Tamil Nadu","Perform data science and analytics on a combination of unstructured and structured data.
Should have 2 to 4 years of experience in doing data science with…",EmployerActive 3 days ago,"₹6,35,995 - ₹18,76,221 a year",2023-03-15,/company/Mindwise-Solutions-Private-Limited/jobs/Nlp-Data-Scientist-143d46b6f567c1b1?fccid=8113d9647d43ff6c&vjs=3
132,"Sr Data Scientist, Tech",Data Scientist,Uber,"Hyderabad, Telangana+1 location","Experience with either Python or R for data analysis.
Demonstrated aptitude toward Data Storytelling and Root Cause Analysis using data.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b1994543d149832d&fccid=f766f8bfbc3effb7&vjs=3
133,Data Scientist,Data Scientist,AMBC Technologies,"Bengaluru, Karnataka","Presenting information using data visualization techniques.
Explore and analyse unstructured data like images through image processing.",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=026b3788ee6ed47f&fccid=8e9f2c84021f2704&vjs=3
134,Senior Data Scientist,Data Scientist,Microsoft,"Bengaluru, Karnataka","Mentors other data scientists and data engineers.
Hands-on experience with big data technologies as well as data analytics tools.",PostedPosted 28 days ago,?,2023-03-15,/rc/clk?jk=903ea4a0f8bef4f7&fccid=734cb5a01ee60f80&vjs=3
135,Python - Data Science Analyst,Data Scientist,Infosys Limited,"Bhubaneshwar, Orissa","A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=46ec800ccb2d54d4&fccid=c67533a523c83a4c&vjs=3
136,Data Scientist,Data Scientist,AIEnterprise,"Remote in Bengaluru, Karnataka","Very Strong Mathematical/Statistical concepts of ML algorithms.
Very good knowledge of NLP and building Recommendations.
Good Programming skills in Python.",PostedPosted 26 days ago,?,2023-03-15,/rc/clk?jk=7c1d8de2025a7974&fccid=89fc9bfba1bf23b7&vjs=3
137,Data Scientist,Data Scientist,IQM Corporation,"Remote in Ahmedabad, Gujarat","Strong understanding of SQL and data structures.
Represent data and outcomes in an insightful way for stakeholders.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e0ee65e12e5dbae1&fccid=6763172742c03bad&vjs=3
138,Data Scientist,Data Scientist,Bharat Light & Power,"Bengaluru, Karnataka","Experience with data analysis/Modelling.
Strong Python skills for data wrangling / analysis / visualization / modeling.
Highly skilled at Data Interpretation.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d07d50d593b799b5&fccid=582fa9cbcecd5085&vjs=3
139,Data Science - Intern,Data Scientist,Ambee,"Bengaluru, Karnataka","We deal with a lot of data, including data pre-processing, writing intrinsic scripts, and automating pipelines.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=743ead5b5626b15f&fccid=f09cdc4c0f216cf2&vjs=3
140,Data Scientist,Data Scientist,PAGO Analytics,"Remote in Hyderabad, Telangana","Devise data mining process and architecture.
Extract huge volumes of data from multiple internal and external sources.
Develop robust machine learning models.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=08c72e8f4a88923f&fccid=32e7714bda65ceaf&vjs=3
141,Senior Data Scientist,Data Scientist,Caterpillar,"Chennai, Tamil Nadu","The Senior Data Scientist need to gather business related data from different ERP systems or public data systems accurately, make analysis based on internal…",PostedPosted 19 days ago,?,2023-03-15,/rc/clk?jk=94cd2ad9e02d9e94&fccid=d723225da214c842&vjs=3
142,Senior Data Scientist,Data Scientist,ABB,"Bengaluru, Karnataka","Ability to effectively work with a team of data scientists exchanging knowledge.
Working with business managers to frame a problem, both mathematically and…",PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=d8e4fb1f6a9c2f8b&fccid=38b4474838e7b7a1&vjs=3
143,Analyst – Visual Analytics,Data Scientist,Perceptive Analytics,"Remote in Hyderabad, Telangana","Understanding and analyzing new data for the purpose of identifying trends and providing insights.
Prospective aspirant should have the ability to understand…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=4ed4b1fc53935486&fccid=210726a08f3619d6&vjs=3
144,Data Scientist,Data Scientist,IQZ Systems,Remote,"Determining the correct data sets and variables.
Analysing the data to identify patterns and trends.
Collecting large sets of structured and unstructured data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=8d7dcd8bc84a7e25&fccid=dadcf467d4c5688c&vjs=3
145,Data Science Engineer,Data Scientist,Emerson,"Pune, Maharashtra","Development of Data Analysis, Data Processing engines using Python.
Development of REST API using Python.
Development & Deployment of applications on AWS/Azure.",PostedPosted 26 days ago,?,2023-03-15,/rc/clk?jk=1336f2ba99b7aa51&fccid=c3d73a6fd53e8543&vjs=3
146,Data Analytics Manager,Data Scientist,Doyenoink Consulting,India,"Asses business information and analyse primary data e.g. customer data, traffic data, financial revenue and expenditure data.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3ff2f21648a5ff2d&fccid=58a1a211894d1139&vjs=3
147,Data Analytics Intern,Data Scientist,Reliance Games,"Pune, Maharashtra","Assists in development of tools and systems that make automate data analysis.
Develops hypotheses and tests them by analyzing game data to draw insights that…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d2d09138ae060cae&fccid=a32ed1a00f8729a8&vjs=3
148,Data Scientist,Data Scientist,Skan,"Bengaluru, Karnataka","Work with the Principal data scientist and participate in all the data experiments tasked by the Data Science Team.
Analyze problems and determine root causes.",PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=733ecc59fee38499&fccid=14dbf7c4da4445df&vjs=3
149,Data scientist_Trustwave,Data Scientist,Encora,"Bengaluru, Karnataka","Minimum 3+ years of working experience as a data scientist.
Make and defend arguments using data and data-based insight.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=85d7e6151dd80210&fccid=99f1911f35fdb11e&vjs=3
150,Data Science & ML Engineer,Data Scientist,Markytics,"Remote in Andheri West, Mumbai, Maharashtra","Building a machine learning algorithm for Fintech startups and FMCG companies 2.
Are available for full time (work from home) internship.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a3139536ca1053c4&fccid=abfcda3fbda5b57f&vjs=3
151,Data Scientist,Data Scientist,StatusNeo Technology Consulting,"Gurgaon, Haryana","Insight out of raw data.
Knowledge of data management and visualization techniques.
Projects and building analytics models.
A knack for statistical analysis.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=563113a36675bfe7&fccid=3fccf9293a39f749&vjs=3
152,Senior Analyst - AI SGO Data Scientist - Bengaluru,Data Scientist,Deloitte,"Bengaluru, Karnataka",The data scientist will work in close collaboration with the AI SGO team in all the processes necessary in a data science project.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=6a6023329b725f5b&fccid=9e215d88a6b33622&vjs=3
153,"AI, ML Track",Data Scientist,Cloudseed Technologies,India,"Collaborate with cross-functional teams, including data scientists, software engineers, and business stakeholders, to design and implement AI solutions.",PostedPosted 11 days ago,?,2023-03-15,/rc/clk?jk=e76f8cccdaf80ff0&fccid=59c6c50a3c40c265&vjs=3
154,Data Scientist,Data Scientist,Saaki Argus & Averil Consulting,"Chennai, Tamil Nadu","(e.g., as a statistician / data scientist / computational biologist / bioinformatician).
Work with large, complex data sets.",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=70e56e3c09743161&fccid=282ba7a67557b5b3&vjs=3
155,Data Scientist,Data Scientist,EarlySalary,"Pune, Maharashtra","The successful candidate will be playing a key role with another highly talented young data scientist.
Overall 2+ years of relevant work experience in data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=195d85dc89c38480&fccid=ab6a394b4bda161b&vjs=3
156,"Technology head Data science, data analytics background",Data Scientist,Truedge Software Solutions,"Hyderabad, Telangana","Data science, data analytics background preferred.
Must have product development experience using full stack.
Must have ML hands on expertise using python.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d4f4893655abb2a8&fccid=6792912f0a560f36&vjs=3
157,Data Science Intern,Data Scientist,Great Manager Institute,"Mumbai, Maharashtra","Present information using data visualization techniques.
Undertake preprocessing of structured and unstructured data.
Combine models through ensemble modeling.",PostedPosted 9 days ago,"₹10,000 a month",2023-03-15,/company/Great-Manager-Institute/jobs/Data-Science-Intern-370d22484c7332b1?fccid=3692c0bb1fe07e57&vjs=3
158,Data science internship,Data Scientist,woztiinfotech,"Kochi, Kerala","Job Types: Full-time, Regular / Permanent, Fresher, Internship.",EmployerActive 1 day ago,"₹10,000 - ₹15,000 a month",2023-03-15,/company/woztiinfotech/jobs/Data-Science-Internship-1d2c7c7012e28488?fccid=1f9b66eec2e955cc&vjs=3
159,Data Science For the Fintech Firm,Data Scientist,Skillventory,"Mumbai, Maharashtra","Understanding of data structures, data modeling and software architecture.
Study and transform data science prototypes.
Employment Type:Full Time, Permanent.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3ae1d5df60c1349f&fccid=63ce320937171b5d&vjs=3
160,Data Scientist,Data Scientist,Auraa Solutions,"Mumbai, Maharashtra","Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets.
Understand the relationships between data points and clean up the…",EmployerActive 2 days ago,"₹20,00,000 a year",2023-03-15,/company/Auraa-Solutions/jobs/Data-Scientist-98071e6b8debe08d?fccid=3861b6183eb80a2f&vjs=3
161,Data Scientist,Data Scientist,CanGo Networks,"Chennai, Tamil Nadu","Extensive experience handling data analytics in the telecom industry or on telecom products.
Develop production-ready implementations of proposed solutions…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=72718ceaabab6b9d&fccid=39a5c78d2b187278&vjs=3
162,Data Scientist,Data Scientist,Sea and Beyond,"Mumbai, Maharashtra","Graduation in Data Science / Post Graduation in Analytic Domain.
Should have experience in Machine Learning software engineering projects.",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=1db3b5a9d3572be0&fccid=3bdc2177cd9b3ed2&vjs=3
