title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
Integration Engineer,Data Engineer,Uber,"Hyderabad, Telangana+1 location",The Integrations Engineer will work in partnership with cross-functional teams to define requirements and ensure the seamless transfer of data within our…,PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0AVIi8UxprrPGU7QPohOxOOpynq0pcPnEidcD-eE3H2SscmD_E2BRcx7-dx3BBatDlEuJwH3eeDUJcjNkN5TgxQEm-1MMO3bMRUWmWTpwm9-QazF67L_CwaW-t9CBnSRemI-qds0-vDmmZlV4sL4Ep9IF4sUetJM1erV8aN9Z7dK69B2MVBL1CvFk5eR3BEA_2WFuXJTUtlvglWS0sBm31tZF-aRj528CJ4QMzvUw1KF7iRFuSwphXxHv3xoo3ooN8J-WditGzN-WCxZNXVPR_wSws1PsxE_EHSK9eO4ZO-Lm5IQvSy7dQQRL2pOe2nAWOOZ_1vkXBpPm4lChYCTuDrxdkoz12qfq4Q8Xv-U02Ny3d-n3qTq9Z4FuomfYWhv5WL8ldi2gQbWS33VQM2jk0bdibycq67Q8xu9q44ZawLIw44A5EjOrkRGujgA0-knbWzZnpaAEf0V3Wxyr8-58km8t_SzAJ9McbX-lCVSCM6-45KaZcTXHzmJ7E0-ggC3E_9lybQUhVq5Ifh-BiSUzoiqvBwozEYU-sful0XrGQW16LNxW9k7E9ixIHXFU-jPqA2iJvb3vpuorGWCWMqLzj0OAATN8toa7xvRCCMs5UC-fQHlEynHk-qBOQJS6JXfqbn4PQNVe0minjpTOBrnJCroDZI7jd0iBndV9XBzVH9E2uK5FpRdWGqtA0cNCF_640gXfTs6ceovROle4v3HtZbOs6rNiFOzLDIkb5HIO9djFIrCYxSxkPoJ7NmjGtPovv3Kx-cCEuDllB0rcmIBCHZbvlyAvRP7FhZmFbsxE2ecjMWJmbvp2p60tQhinQvWe25jRJlNIKe9OcBge4UWID_fWz4kwZzexDmXPG2YflfgZkkzDIREvjNWcRhYb8Q2PPVcPRP06AdsE1FR67fm1f86FZ72PuhIYUtv8fdUR-X0sdyUmQo7WHJmRCo9DscwL5tZDUY9e-ZmklYGy9r-r4IeRrCTHlUo3L_ERRYmLeD-rgXaFlOvZWMbvRzQn3ggSzVTOwf0-F9CaFL4o97jbFDX-mwkQ-9DMfBB6DYOljspn7g00MXiet3m9u9SNlK4sgyoxYVW4ggQYuOojnuWhrNqRJ-Faz-dlZux9zjgA_zelbX27AUsbmxVkeTXuny7zhUeD96P1tOkaH0Gm6_q2bnwVZI_PLXwOEbBqjSlUM2fA==&xkcb=SoCr-_M3Syq8Ujx9KZ0PbzkdCdPP&p=12&fvj=0&vjs=3
Data Engineer- Mumbai,Data Engineer,Cogoport,"Mumbai, Maharashtra","Find hidden patterns using data.
Prepare data for predictive and prescriptive modeling.
Cogoport is looking for a data enthusiast who is capable of building…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=43f6fe6702c4aa19&fccid=e0ee83e44c46b40f&vjs=3
Data Analytics / Machine Learning Engineers,Data Engineer,Tata Elxsi,"Bengaluru, Karnataka","Understanding of various ML frameworks, libraries, data structures, data modeling and software architecture.
Exposure to traditional Machine Learning algorithms…",PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=60238abff7540670&fccid=cf9a392c0e128671&vjs=3
MDM Data Engineer,Data Engineer,Hexaware,"Chennai, Tamil Nadu","O Understanding on data modeling and data profiling.
O Conducts data cleaning to rid the system of old, unused data, or duplicate data for better management and…",EmployerActive 6 days ago,"₹10,00,000 - ₹25,00,000 a year",2023-03-15,/company/Medico-recruits/jobs/Mdm-Data-Engineer-ccf1e46d83e8acac?fccid=c72e2d7f5f426f9e&vjs=3
Backend Engineer,Data Engineer,Appveen,"Remote in Bengaluru, Karnataka","Understanding and implementation of security and data protection.
Appveen is a cloud and enterprise software organization focusing on enabling financial…",PostedPosted 30+ days ago,"From ₹15,00,000 a year",2023-03-15,/company/Appveen/jobs/Backend-Engineer-9ce48ef233b4b3ec?fccid=11f7cccb74692cd8&vjs=3
Data Engineer II,Data Engineer,Mastercard,"Pune, Maharashtra",Provide support for deployed data applications and analytical models by being a trusted advisor to Data Scientists and other data consumers by identifying data…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=5d1dd926bb285497&fccid=10b5c722d846df43&vjs=3
Data Engineer,Data Engineer,HASHTAG GLOBAL SOLUTIONS,"Chennai, Tamil Nadu",Work with the team in solving problems in big data technologies and prototype solutions to improve our data processing architecture.,Hiring ongoing,"₹10,00,000 - ₹40,00,000 a year",2023-03-15,/company/HASHTAG-GLOBAL-SOLUTIONS/jobs/Data-Engineer-764bf4ff1d32cb35?fccid=b789347393162b55&vjs=3
SDE Level 1 Placement India,Data Engineer,Veridic Solutions,India,"Solve complex problems in an innovative manner with the large, distributed computing environment and deliver quick solutions.",PostedPosted 30+ days ago,"₹8,00,000 - ₹12,00,000 a year",2023-03-15,/rc/clk?jk=a76e24c86087f6fb&fccid=2e5262cf6ed0d140&vjs=3
Data Engineer,Data Engineer,Nathan Ark Software,"Pune, Maharashtra","2+ years’ experience with ETL, data processing and data analytics.
Able to understand various data structures and common methods in data transformation.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=85b88637af8b4f31&fccid=cddbda05e7295bbf&vjs=3
Azure Data Engineer,Data Engineer,ITC Infotech India Ltd,"Bengaluru, Karnataka","Modern Azure data warehouse skills.
Expert in programming languages such as R, Python, Scala and Java.
Expert database knowledge in SQL and experience with MS…",PostedPosted 27 days ago,?,2023-03-15,/rc/clk?jk=7e13ab7cada1bd1f&fccid=47cca1a92b73a5b2&vjs=3
Data Engineer,Data Engineer,Ascent Technosystems Pvt Ltd,"Remote in Pune, Maharashtra","Spark, (Scala and SQL) (min 2 years experience)·.
Production level coding experience is a must·.
AWS experience (min 2 years experience)·.",EmployerActive 2 days ago,"₹4,00,000 - ₹8,00,000 a year",2023-03-15,/company/Ascent-Technosystems-pvt-ltd/jobs/Data-Engineer-aafeef5bc2de220f?fccid=a60a5c61dc4df5aa&vjs=3
Integration Engineer,Data Engineer,Uber,"Hyderabad, Telangana+1 location",The Integrations Engineer will work in partnership with cross-functional teams to define requirements and ensure the seamless transfer of data within our…,PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0AVIi8UxprrPGU7QPohOxOOpynq0pcPnEidcD-eE3H2SscmD_E2BRcx7-dx3BBatDlEuJwH3eeDUJcjNkN5TgxQEm-1MMO3bMRUWmWTpwm9-QazF67L_CwaW-t9CBnSRemI-qds0-vDmmZlV4sL4Ep9IF4sUetJM1erV8aN9Z7dK4d_AkrCfslVto1m3nKwzxF08MPgY4ItokRqMzj5O0fRZIMmYwi3j4zR9-JMs-RXteM7Nj2qskJVKjgaGwj4JDKAI_Trf1hDhUKMg9bAXR-BglkI1Iwc9Ed5yp_i2EpLiexQiPD-yhHyrdfcj-6-E2RrCMQujtJwMzTUIr_RO2s_6j9gH5iwHbTMzezJ5-i0tPbKwXmIKKS1wCc5al1QEQR2dIJYWmkFZsVDXgwlN1v07pk2ijB-vaMXqL-4ClBL5tHiH4o7u54F_dtfbW4aNnFOMYAvm8yZB0x8CLeIYwPPxaXsGgNJ1QIAsyuCVM_jgKuFA61a9nlgBGZ-ABb4A8jBq9pKMg_bx16jiwk7-OJBgWaIZKbTsWc0EcwyO9-RN6FhmyNCpeCGic73MyxFMlPqiM3HxHobyvjlhRUIpwIHKWoLBhfWfiFxRTCYHaYrg0rqB9BK-XkFMJhKBRvj-8MASRc_BMszMWNRcWbmLixAIfS93ie7ii7zWa9NGMpLmXSnnil8MQpmNEgDOoOZO8rVoNGU3NEWTDHaiGdjhRbmFhZQ9di8MBRpROdbDvkMJgcpPOjCCsTsBBakZeKV9yhw6NDRfHz86N9uervHx81nyW2w5QmdfvB2Gp7m_TZ_ZIe9Pb2Zq4AJfvRaJMbxQ51kV_1aNUp5_oDMv5dqJpJEPcr8tTBSt2Q5WoW2TGTCt-PBfo4-kXvFXBAL9HnppFHprDYXeyBHP49DDwW8Z3xnijTv7u3DuccSOIVaRxVNWyq2mLoNxYc3ElinKQ5IEOxmCpRFmzbObIo4ikDgjHrI9opchtua4ecYoEeGIhJySPQM0uIzi6hAgRw1gUrJ2d4mIVofpAQOI_IrxqFxTTCvNtCyidf2xYTpWUcOMPzOBJi6OeOzq7Bs2J7PYlOBw2VsY9pCKehxhZN89WLpEbFLoFTSDG68vnXsgleErErm2Smjjyf90dqZ1PZZNgKmV4ZoYbHeQ6SBg659LHVZKXVndPtII57DVVXxFGOBTIZ2lA==&xkcb=SoAe-_M3Syq7_gAVV70JbzkdCdPP&p=13&fvj=0&vjs=3
Data Engineer,Data Engineer,CME Group,"Bengaluru, Karnataka","Combine data from disparate sources in to a single, unified, authoritative view of data (e.g., Data Lake).
Enable and support data movement from one system /…",PostedPosted 27 days ago,?,2023-03-15,/rc/clk?jk=a4a0ff2355e42c2c&fccid=5a3ef63f55aa5ca2&vjs=3
Data Engineer,Data Engineer,Keeper Solutions,Remote in Haryana,"Strong understanding of data management fundamentals, data modeling & SQL skills.
Analyze data requirements, complex source data, and data models, and determine…",PostedPosted 26 days ago,?,2023-03-15,/rc/clk?jk=3eee75957d8ec72d&fccid=2d41a65bc0c35a28&vjs=3
AVP- Data Engineer,Data Engineer,Thanks Buddy,"Bengaluru, Karnataka","Proficiency in data acquisition and data preparation by pulling data from various databases.
Work with data engineering, data science & digital marketing teams…",EmployerActive 6 days ago,"Up to ₹30,00,000 a year",2023-03-15,/company/Thanks-Buddy/jobs/Avp-5607621e9a78a947?fccid=8db9d4f6f5718232&vjs=3
Data Engineer,Data Engineer,Object Technology Solution,"Hyderabad, Telangana","Review the data quality metrics and execute data quality audits to benchmark the state of data quality.
Design and monitor data governance, data quality and…",PostedPosted 18 days ago,?,2023-03-15,/rc/clk?jk=80d8384b893bf35a&fccid=1853bb096779c4b4&vjs=3
Data Analyst,Data Engineer,Entrupy,"Bengaluru, Karnataka","Provide regular feedback to data engineers and infrastructure teams regarding the underlying data platform.
Experience with data visualization and storytelling.",PostedPosted 30+ days ago,"₹24,00,000 - ₹32,00,000 a year",2023-03-15,/rc/clk?jk=6b42952121555a98&fccid=4d7ef29d6370a660&vjs=3
